TALX,TALY,TALZ,BA,MNIX,MNIY,MNIZ
-56,2,-22,Outside defined BAs,-58,7,-29
-54,2,-22,Left-Temporalpole (38),-56,7,-29
-52,2,-22,Left-Temporalpole (38),-54,7,-29
-50,2,-22,Left-Temporalpole (38),-52,7,-29
-48,2,-22,Left-Temporalpole (38),-50,7,-29
-46,2,-22,Left-Temporalpole (38),-48,7,-29
-62,4,-22,Outside defined BAs,-64,9,-29
-60,4,-22,Outside defined BAs,-62,9,-29
-58,4,-22,Outside defined BAs,-60,10,-29
-56,4,-22,Outside defined BAs,-58,9,-29
-54,4,-22,Left-Temporalpole (38),-56,9,-29
-52,4,-22,Left-Temporalpole (38),-54,9,-29
-50,4,-22,Left-Temporalpole (38),-52,9,-29
-48,4,-22,Left-Temporalpole (38),-50,9,-29
-60,6,-22,Outside defined BAs,-62,11,-29
-58,6,-22,Outside defined BAs,-60,11,-29
-56,6,-22,Outside defined BAs,-58,12,-29
-54,6,-22,Left-Temporalpole (38),-56,12,-29
-52,6,-22,Left-Temporalpole (38),-54,11,-29
-58,8,-22,Outside defined BAs,-60,13,-29
-56,8,-22,Outside defined BAs,-58,13,-29
-54,8,-22,Outside defined BAs,-56,14,-29
-64,-22,-20,Outside defined BAs,-68,-19,-27
-62,-22,-20,Outside defined BAs,-66,-19,-27
-60,-22,-20,Left-InfTempGyrus (20),-64,-19,-27
-66,-20,-20,Outside defined BAs,-70,-17,-27
-64,-20,-20,Outside defined BAs,-68,-17,-27
-62,-20,-20,Outside defined BAs,-66,-17,-27
-60,-20,-20,Left-MedTempGyrus (21),-65,-17,-27
-58,-20,-20,Left-InfTempGyrus (20),-62,-17,-27
-56,-20,-20,Left-InfTempGyrus (20),-60,-17,-27
-54,-20,-20,Left-InfTempGyrus (20),-58,-18,-27
-66,-18,-20,Outside defined BAs,-70,-15,-27
-64,-18,-20,Outside defined BAs,-68,-15,-27
-62,-18,-20,Outside defined BAs,-66,-15,-27
-60,-18,-20,Left-MedTempGyrus (21),-64,-15,-27
-58,-18,-20,Left-MedTempGyrus (21),-62,-15,-27
-56,-18,-20,Left-MedTempGyrus (21),-60,-15,-27
-54,-18,-20,Left-InfTempGyrus (20),-57,-15,-27
-52,-18,-20,Left-InfTempGyrus (20),-55,-16,-27
-50,-18,-20,Left-InfTempGyrus (20),-53,-16,-27
-48,-18,-20,Left-InfTempGyrus (20),-51,-16,-27
-68,-16,-20,Outside defined BAs,-72,-13,-27
-66,-16,-20,Outside defined BAs,-70,-13,-27
-64,-16,-20,Outside defined BAs,-68,-13,-27
-62,-16,-20,Outside defined BAs,-66,-13,-27
-60,-16,-20,Left-MedTempGyrus (21),-64,-13,-27
-58,-16,-20,Left-MedTempGyrus (21),-61,-13,-27
-56,-16,-20,Left-MedTempGyrus (21),-59,-13,-27
-54,-16,-20,Left-MedTempGyrus (21),-57,-13,-27
-52,-16,-20,Left-MedTempGyrus (21),-55,-13,-27
-50,-16,-20,Left-MedTempGyrus (21),-53,-13,-27
-48,-16,-20,Left-InfTempGyrus (20),-51,-14,-27
-68,-14,-20,Outside defined BAs,-72,-11,-27
-66,-14,-20,Outside defined BAs,-70,-11,-27
-64,-14,-20,Outside defined BAs,-67,-11,-27
-62,-14,-20,Left-MedTempGyrus (21),-65,-11,-27
-60,-14,-20,Left-MedTempGyrus (21),-63,-11,-27
-58,-14,-20,Left-MedTempGyrus (21),-61,-11,-27
-56,-14,-20,Left-MedTempGyrus (21),-59,-11,-27
-54,-14,-20,Left-MedTempGyrus (21),-57,-11,-27
-52,-14,-20,Left-MedTempGyrus (21),-55,-11,-27
-50,-14,-20,Left-MedTempGyrus (21),-53,-11,-27
-48,-14,-20,Left-MedTempGyrus (21),-51,-11,-27
-46,-14,-20,Left-InfTempGyrus (20),-50,-11,-27
-68,-12,-20,Outside defined BAs,-72,-9,-27
-66,-12,-20,Outside defined BAs,-69,-9,-27
-64,-12,-20,Outside defined BAs,-67,-9,-27
-62,-12,-20,Left-MedTempGyrus (21),-65,-9,-27
-60,-12,-20,Left-MedTempGyrus (21),-63,-10,-27
-58,-12,-20,Left-MedTempGyrus (21),-61,-9,-27
-56,-12,-20,Left-MedTempGyrus (21),-59,-9,-27
-54,-12,-20,Left-MedTempGyrus (21),-57,-9,-27
-52,-12,-20,Left-MedTempGyrus (21),-55,-9,-28
-50,-12,-20,Left-MedTempGyrus (21),-53,-9,-27
-48,-12,-20,Left-InfTempGyrus (20),-51,-9,-27
-46,-12,-20,Left-InfTempGyrus (20),-49,-9,-27
-66,-10,-20,Outside defined BAs,-69,-7,-27
-64,-10,-20,Outside defined BAs,-67,-7,-27
-62,-10,-20,Left-MedTempGyrus (21),-65,-7,-27
-60,-10,-20,Left-MedTempGyrus (21),-63,-7,-27
-58,-10,-20,Left-MedTempGyrus (21),-61,-7,-27
-56,-10,-20,Left-MedTempGyrus (21),-59,-7,-27
-54,-10,-20,Left-MedTempGyrus (21),-57,-8,-27
-52,-10,-20,Left-MedTempGyrus (21),-55,-7,-27
-50,-10,-20,Left-MedTempGyrus (21),-53,-7,-27
-48,-10,-20,Left-MedTempGyrus (21),-51,-7,-27
-66,-8,-20,Outside defined BAs,-69,-4,-27
-64,-8,-20,Outside defined BAs,-67,-4,-27
-62,-8,-20,Outside defined BAs,-65,-5,-27
-60,-8,-20,Left-MedTempGyrus (21),-63,-5,-27
-58,-8,-20,Left-MedTempGyrus (21),-61,-5,-27
-56,-8,-20,Left-MedTempGyrus (21),-59,-5,-27
-54,-8,-20,Left-MedTempGyrus (21),-57,-5,-27
-52,-8,-20,Left-MedTempGyrus (21),-55,-5,-27
-50,-8,-20,Left-MedTempGyrus (21),-53,-5,-27
-48,-8,-20,Left-MedTempGyrus (21),-51,-5,-27
-64,-6,-20,Outside defined BAs,-67,-2,-27
-62,-6,-20,Outside defined BAs,-65,-2,-27
-60,-6,-20,Outside defined BAs,-63,-2,-27
-58,-6,-20,Left-Temporalpole (38),-61,-2,-27
-56,-6,-20,Left-Temporalpole (38),-59,-2,-27
-54,-6,-20,Left-Temporalpole (38),-58,-2,-27
-52,-6,-20,Left-MedTempGyrus (21),-55,-3,-27
-50,-6,-20,Left-Temporalpole (38),-53,-3,-27
-48,-6,-20,Left-MedTempGyrus (21),-50,-3,-27
-64,-4,-20,Outside defined BAs,-67,0,-27
-62,-4,-20,Outside defined BAs,-65,0,-27
-60,-4,-20,Outside defined BAs,-63,0,-27
-58,-4,-20,Left-Temporalpole (38),-61,0,-27
-56,-4,-20,Left-Temporalpole (38),-59,0,-27
-54,-4,-20,Left-Temporalpole (38),-57,0,-27
-52,-4,-20,Left-Temporalpole (38),-55,0,-27
-50,-4,-20,Left-Temporalpole (38),-52,0,-27
-48,-4,-20,Left-Temporalpole (38),-50,0,-27
-64,-2,-20,Outside defined BAs,-67,2,-27
-62,-2,-20,Outside defined BAs,-65,2,-27
-60,-2,-20,Outside defined BAs,-63,2,-27
-58,-2,-20,Left-Temporalpole (38),-61,2,-27
-56,-2,-20,Left-Temporalpole (38),-59,2,-27
-54,-2,-20,Left-Temporalpole (38),-56,2,-27
-52,-2,-20,Left-Temporalpole (38),-54,2,-27
-50,-2,-20,Left-Temporalpole (38),-52,2,-27
-48,-2,-20,Left-Temporalpole (38),-50,2,-27
-46,-2,-20,Left-Temporalpole (38),-48,2,-27
-64,0,-20,Outside defined BAs,-67,4,-26
-62,0,-20,Outside defined BAs,-65,4,-27
-60,0,-20,Outside defined BAs,-63,4,-27
-58,0,-20,Left-Temporalpole (38),-60,4,-27
-56,0,-20,Left-Temporalpole (38),-58,4,-27
-54,0,-20,Left-Temporalpole (38),-56,4,-27
-52,0,-20,Left-Temporalpole (38),-54,4,-27
-50,0,-20,Left-Temporalpole (38),-52,4,-27
-48,0,-20,Left-Temporalpole (38),-50,4,-27
-46,0,-20,Left-Temporalpole (38),-48,4,-27
-64,2,-20,Outside defined BAs,-66,7,-26
-62,2,-20,Outside defined BAs,-64,7,-26
-60,2,-20,Outside defined BAs,-62,7,-27
-58,2,-20,Outside defined BAs,-60,7,-27
-56,2,-20,Outside defined BAs,-58,7,-27
-54,2,-20,Left-Temporalpole (38),-56,7,-27
-52,2,-20,Left-Temporalpole (38),-54,6,-27
-50,2,-20,Left-Temporalpole (38),-52,6,-27
-48,2,-20,Left-Temporalpole (38),-50,7,-27
-62,4,-20,Outside defined BAs,-64,9,-26
-60,4,-20,Outside defined BAs,-62,9,-26
-58,4,-20,Outside defined BAs,-60,9,-27
-56,4,-20,Outside defined BAs,-58,9,-27
-54,4,-20,Left-Temporalpole (38),-56,9,-27
-52,4,-20,Left-Temporalpole (38),-54,8,-27
-50,4,-20,Left-Temporalpole (38),-52,8,-27
-60,6,-20,Outside defined BAs,-62,11,-26
-58,6,-20,Outside defined BAs,-60,11,-26
-56,6,-20,Outside defined BAs,-58,11,-27
-54,6,-20,Left-Temporalpole (38),-56,11,-27
-52,6,-20,Left-Temporalpole (38),-54,11,-27
-58,8,-20,Outside defined BAs,-60,13,-26
-56,8,-20,Outside defined BAs,-58,13,-26
-54,8,-20,Outside defined BAs,-56,13,-27
-70,-36,-18,Outside defined BAs,-75,-34,-25
-48,-32,-18,Left-InfTempGyrus (20),-52,-30,-25
-48,-30,-18,Left-InfTempGyrus (20),-52,-28,-25
-48,-28,-18,Left-InfTempGyrus (20),-52,-26,-25
-70,-26,-18,Outside defined BAs,-75,-24,-25
-46,-26,-18,Left-InfTempGyrus (20),-49,-24,-25
-46,-24,-18,Left-InfTempGyrus (20),-49,-22,-25
-68,-22,-18,Outside defined BAs,-72,-19,-25
-64,-22,-18,Outside defined BAs,-68,-19,-25
-62,-22,-18,Left-MedTempGyrus (21),-66,-20,-25
-60,-22,-18,Left-MedTempGyrus (21),-64,-20,-25
-58,-22,-18,Left-InfTempGyrus (20),-62,-20,-25
-56,-22,-18,Left-InfTempGyrus (20),-60,-20,-25
-54,-22,-18,Left-InfTempGyrus (20),-58,-20,-25
-52,-22,-18,Left-InfTempGyrus (20),-57,-20,-25
-46,-22,-18,Left-InfTempGyrus (20),-49,-20,-25
-68,-20,-18,Outside defined BAs,-72,-17,-25
-66,-20,-18,Outside defined BAs,-70,-17,-25
-64,-20,-18,Outside defined BAs,-68,-17,-25
-62,-20,-18,Left-MedTempGyrus (21),-66,-17,-25
-60,-20,-18,Left-MedTempGyrus (21),-64,-17,-25
-58,-20,-18,Left-MedTempGyrus (21),-63,-18,-25
-56,-20,-18,Left-MedTempGyrus (21),-60,-18,-25
-54,-20,-18,Left-InfTempGyrus (20),-58,-18,-25
-52,-20,-18,Left-InfTempGyrus (20),-56,-18,-25
-50,-20,-18,Left-InfTempGyrus (20),-54,-18,-25
-68,-18,-18,Outside defined BAs,-72,-15,-25
-66,-18,-18,Outside defined BAs,-70,-15,-25
-64,-18,-18,Outside defined BAs,-68,-15,-25
-62,-18,-18,Left-MedTempGyrus (21),-66,-15,-25
-60,-18,-18,Left-MedTempGyrus (21),-65,-15,-25
-58,-18,-18,Left-MedTempGyrus (21),-62,-16,-25
-56,-18,-18,Left-MedTempGyrus (21),-60,-16,-25
-54,-18,-18,Left-MedTempGyrus (21),-58,-16,-25
-52,-18,-18,Left-InfTempGyrus (20),-56,-16,-25
-50,-18,-18,Left-InfTempGyrus (20),-53,-16,-25
-48,-18,-18,Left-InfTempGyrus (20),-51,-16,-25
-68,-16,-18,Outside defined BAs,-72,-13,-25
-66,-16,-18,Outside defined BAs,-70,-13,-25
-64,-16,-18,Outside defined BAs,-68,-13,-25
-62,-16,-18,Left-MedTempGyrus (21),-66,-13,-25
-60,-16,-18,Left-MedTempGyrus (21),-64,-13,-25
-58,-16,-18,Left-MedTempGyrus (21),-62,-13,-25
-56,-16,-18,Left-MedTempGyrus (21),-60,-13,-25
-54,-16,-18,Left-MedTempGyrus (21),-57,-13,-25
-52,-16,-18,Left-MedTempGyrus (21),-55,-14,-25
-50,-16,-18,Left-MedTempGyrus (21),-53,-14,-25
-48,-16,-18,Left-MedTempGyrus (21),-51,-14,-25
-68,-14,-18,Outside defined BAs,-72,-11,-25
-66,-14,-18,Outside defined BAs,-70,-11,-25
-64,-14,-18,Outside defined BAs,-68,-11,-25
-62,-14,-18,Left-MedTempGyrus (21),-66,-11,-25
-60,-14,-18,Left-MedTempGyrus (21),-64,-11,-25
-58,-14,-18,Left-MedTempGyrus (21),-61,-11,-25
-56,-14,-18,Left-MedTempGyrus (21),-59,-11,-25
-54,-14,-18,Left-MedTempGyrus (21),-57,-11,-25
-52,-14,-18,Left-MedTempGyrus (21),-55,-11,-25
-50,-14,-18,Left-MedTempGyrus (21),-53,-11,-25
-48,-14,-18,Left-MedTempGyrus (21),-51,-11,-25
-46,-14,-18,Left-MedTempGyrus (21),-49,-12,-25
-68,-12,-18,Outside defined BAs,-72,-9,-24
-66,-12,-18,Outside defined BAs,-70,-9,-24
-64,-12,-18,Left-MedTempGyrus (21),-67,-9,-24
-62,-12,-18,Left-MedTempGyrus (21),-65,-9,-24
-60,-12,-18,Left-MedTempGyrus (21),-63,-9,-25
-58,-12,-18,Left-MedTempGyrus (21),-61,-9,-25
-56,-12,-18,Left-MedTempGyrus (21),-59,-9,-25
-54,-12,-18,Left-MedTempGyrus (21),-57,-9,-25
-52,-12,-18,Left-MedTempGyrus (21),-55,-9,-25
-50,-12,-18,Left-MedTempGyrus (21),-53,-9,-25
-48,-12,-18,Left-MedTempGyrus (21),-51,-9,-25
-46,-12,-18,Left-MedTempGyrus (21),-49,-9,-25
-66,-10,-18,Outside defined BAs,-69,-7,-24
-64,-10,-18,Outside defined BAs,-67,-7,-24
-62,-10,-18,Left-MedTempGyrus (21),-65,-7,-24
-60,-10,-18,Left-MedTempGyrus (21),-63,-7,-25
-58,-10,-18,Left-MedTempGyrus (21),-61,-7,-25
-56,-10,-18,Left-MedTempGyrus (21),-59,-7,-25
-54,-10,-18,Left-MedTempGyrus (21),-57,-7,-25
-52,-10,-18,Left-MedTempGyrus (21),-55,-7,-25
-50,-10,-18,Left-MedTempGyrus (21),-53,-7,-25
-48,-10,-18,Left-MedTempGyrus (21),-51,-7,-25
-66,-8,-18,Outside defined BAs,-69,-5,-24
-64,-8,-18,Outside defined BAs,-67,-5,-24
-62,-8,-18,Left-MedTempGyrus (21),-65,-5,-24
-60,-8,-18,Left-MedTempGyrus (21),-63,-5,-24
-58,-8,-18,Left-MedTempGyrus (21),-61,-5,-25
-56,-8,-18,Left-MedTempGyrus (21),-59,-5,-25
-54,-8,-18,Left-MedTempGyrus (21),-57,-5,-25
-52,-8,-18,Left-MedTempGyrus (21),-55,-5,-25
-50,-8,-18,Left-MedTempGyrus (21),-54,-5,-25
-48,-8,-18,Left-MedTempGyrus (21),-51,-5,-25
-46,-8,-18,Left-MedTempGyrus (21),-48,-5,-25
-66,-6,-18,Outside defined BAs,-69,-2,-24
-64,-6,-18,Outside defined BAs,-67,-2,-24
-62,-6,-18,Outside defined BAs,-65,-2,-24
-60,-6,-18,Left-MedTempGyrus (21),-63,-3,-24
-58,-6,-18,Left-MedTempGyrus (21),-61,-3,-24
-56,-6,-18,Left-MedTempGyrus (21),-59,-3,-25
-54,-6,-18,Left-MedTempGyrus (21),-57,-3,-25
-52,-6,-18,Left-MedTempGyrus (21),-55,-3,-25
-50,-6,-18,Left-MedTempGyrus (21),-53,-3,-25
-48,-6,-18,Left-MedTempGyrus (21),-50,-3,-25
-46,-6,-18,Left-MedTempGyrus (21),-48,-4,-25
-64,-4,-18,Outside defined BAs,-67,0,-24
-62,-4,-18,Outside defined BAs,-65,0,-24
-60,-4,-18,Left-Temporalpole (38),-63,0,-24
-58,-4,-18,Left-Temporalpole (38),-61,0,-24
-56,-4,-18,Left-Temporalpole (38),-59,0,-24
-54,-4,-18,Left-Temporalpole (38),-57,-1,-25
-52,-4,-18,Left-Temporalpole (38),-55,-1,-25
-50,-4,-18,Left-Temporalpole (38),-53,-1,-25
-48,-4,-18,Left-Temporalpole (38),-50,-1,-25
-46,-4,-18,Left-Temporalpole (38),-48,-1,-25
-44,-4,-18,Left-Temporalpole (38),-46,-1,-25
-64,-2,-18,Outside defined BAs,-67,2,-24
-62,-2,-18,Outside defined BAs,-65,2,-24
-60,-2,-18,Outside defined BAs,-63,2,-24
-58,-2,-18,Left-Temporalpole (38),-61,2,-24
-56,-2,-18,Left-Temporalpole (38),-59,2,-24
-54,-2,-18,Left-Temporalpole (38),-57,2,-25
-52,-2,-18,Left-Temporalpole (38),-54,2,-25
-50,-2,-18,Left-Temporalpole (38),-52,2,-25
-48,-2,-18,Left-Temporalpole (38),-50,2,-25
-46,-2,-18,Left-Temporalpole (38),-48,2,-25
-44,-2,-18,Left-Temporalpole (38),-46,2,-25
-62,0,-18,Outside defined BAs,-65,4,-24
-60,0,-18,Outside defined BAs,-63,4,-24
-58,0,-18,Left-Temporalpole (38),-61,4,-24
-56,0,-18,Left-Temporalpole (38),-58,4,-24
-54,0,-18,Left-Temporalpole (38),-56,4,-25
-52,0,-18,Left-Temporalpole (38),-54,4,-25
-50,0,-18,Left-Temporalpole (38),-52,4,-25
-48,0,-18,Left-Temporalpole (38),-50,4,-25
-46,0,-18,Left-Temporalpole (38),-48,4,-25
-62,2,-18,Outside defined BAs,-64,7,-24
-60,2,-18,Outside defined BAs,-62,7,-24
-58,2,-18,Outside defined BAs,-60,7,-24
-56,2,-18,Outside defined BAs,-58,7,-24
-54,2,-18,Outside defined BAs,-56,7,-24
-52,2,-18,Left-Temporalpole (38),-54,7,-25
-50,2,-18,Left-Temporalpole (38),-52,7,-25
-48,2,-18,Left-Temporalpole (38),-50,7,-25
-60,4,-18,Outside defined BAs,-62,9,-24
-58,4,-18,Outside defined BAs,-60,9,-24
-56,4,-18,Outside defined BAs,-58,9,-24
-54,4,-18,Outside defined BAs,-56,9,-24
-52,4,-18,Outside defined BAs,-54,9,-24
-50,4,-18,Left-Temporalpole (38),-52,9,-25
-58,6,-18,Outside defined BAs,-60,11,-24
-56,6,-18,Outside defined BAs,-58,11,-24
-54,6,-18,Outside defined BAs,-56,11,-24
-70,-40,-16,Outside defined BAs,-75,-38,-23
-70,-38,-16,Outside defined BAs,-75,-36,-23
-70,-36,-16,Outside defined BAs,-75,-34,-23
-68,-36,-16,Outside defined BAs,-73,-34,-23
-66,-36,-16,Outside defined BAs,-71,-34,-23
-64,-36,-16,Outside defined BAs,-69,-34,-23
-52,-36,-16,Left-InfTempGyrus (20),-56,-34,-23
-50,-36,-16,Left-InfTempGyrus (20),-54,-34,-23
-70,-34,-16,Outside defined BAs,-75,-32,-23
-68,-34,-16,Outside defined BAs,-73,-32,-23
-66,-34,-16,Outside defined BAs,-71,-32,-23
-64,-34,-16,Outside defined BAs,-69,-32,-23
-62,-34,-16,Left-MedTempGyrus (21),-66,-32,-23
-60,-34,-16,Left-MedTempGyrus (21),-64,-32,-23
-58,-34,-16,Left-InfTempGyrus (20),-62,-32,-23
-56,-34,-16,Left-InfTempGyrus (20),-60,-32,-23
-54,-34,-16,Left-InfTempGyrus (20),-58,-32,-23
-52,-34,-16,Left-InfTempGyrus (20),-56,-32,-23
-50,-34,-16,Left-InfTempGyrus (20),-54,-32,-23
-70,-32,-16,Outside defined BAs,-75,-30,-23
-68,-32,-16,Outside defined BAs,-73,-30,-23
-66,-32,-16,Outside defined BAs,-71,-30,-23
-64,-32,-16,Outside defined BAs,-69,-30,-23
-62,-32,-16,Left-MedTempGyrus (21),-66,-30,-23
-60,-32,-16,Left-MedTempGyrus (21),-64,-30,-23
-58,-32,-16,Left-InfTempGyrus (20),-62,-30,-23
-56,-32,-16,Left-InfTempGyrus (20),-60,-30,-23
-54,-32,-16,Left-InfTempGyrus (20),-58,-30,-23
-52,-32,-16,Left-InfTempGyrus (20),-56,-30,-23
-50,-32,-16,Left-InfTempGyrus (20),-54,-30,-23
-48,-32,-16,Left-InfTempGyrus (20),-52,-30,-23
-70,-30,-16,Outside defined BAs,-75,-28,-23
-68,-30,-16,Outside defined BAs,-73,-28,-23
-66,-30,-16,Outside defined BAs,-71,-28,-23
-64,-30,-16,Left-MedTempGyrus (21),-68,-28,-23
-62,-30,-16,Left-MedTempGyrus (21),-66,-28,-23
-60,-30,-16,Left-MedTempGyrus (21),-64,-28,-23
-58,-30,-16,Left-InfTempGyrus (20),-62,-28,-23
-56,-30,-16,Left-InfTempGyrus (20),-60,-28,-23
-54,-30,-16,Left-InfTempGyrus (20),-58,-28,-23
-52,-30,-16,Left-InfTempGyrus (20),-56,-28,-23
-50,-30,-16,Left-InfTempGyrus (20),-54,-28,-23
-48,-30,-16,Left-InfTempGyrus (20),-52,-28,-23
-70,-28,-16,Outside defined BAs,-75,-26,-23
-68,-28,-16,Outside defined BAs,-73,-26,-23
-66,-28,-16,Outside defined BAs,-71,-26,-23
-64,-28,-16,Left-InfTempGyrus (20),-68,-26,-23
-62,-28,-16,Left-InfTempGyrus (20),-66,-26,-23
-60,-28,-16,Left-InfTempGyrus (20),-64,-26,-23
-58,-28,-16,Left-InfTempGyrus (20),-62,-26,-23
-56,-28,-16,Left-InfTempGyrus (20),-60,-26,-24
-54,-28,-16,Left-InfTempGyrus (20),-58,-26,-24
-52,-28,-16,Left-InfTempGyrus (20),-56,-26,-23
-50,-28,-16,Left-InfTempGyrus (20),-54,-26,-23
-48,-28,-16,Left-InfTempGyrus (20),-53,-26,-23
-70,-26,-16,Outside defined BAs,-75,-25,-23
-68,-26,-16,Outside defined BAs,-73,-25,-23
-66,-26,-16,Outside defined BAs,-70,-24,-23
-64,-26,-16,Left-InfTempGyrus (20),-68,-24,-23
-62,-26,-16,Left-InfTempGyrus (20),-66,-24,-23
-60,-26,-16,Left-InfTempGyrus (20),-64,-24,-23
-58,-26,-16,Left-InfTempGyrus (20),-62,-24,-23
-56,-26,-16,Left-InfTempGyrus (20),-60,-24,-23
-54,-26,-16,Left-InfTempGyrus (20),-58,-24,-23
-52,-26,-16,Left-InfTempGyrus (20),-56,-24,-23
-50,-26,-16,Left-InfTempGyrus (20),-54,-24,-23
-48,-26,-16,Left-InfTempGyrus (20),-52,-24,-23
-46,-26,-16,Left-InfTempGyrus (20),-50,-24,-23
-68,-24,-16,Outside defined BAs,-73,-22,-23
-66,-24,-16,Outside defined BAs,-70,-22,-23
-64,-24,-16,Outside defined BAs,-68,-22,-23
-62,-24,-16,Left-InfTempGyrus (20),-66,-22,-23
-60,-24,-16,Left-MedTempGyrus (21),-64,-22,-23
-58,-24,-16,Left-MedTempGyrus (21),-62,-22,-23
-56,-24,-16,Left-MedTempGyrus (21),-60,-22,-23
-54,-24,-16,Left-MedTempGyrus (21),-58,-22,-23
-52,-24,-16,Left-InfTempGyrus (20),-56,-22,-23
-50,-24,-16,Left-InfTempGyrus (20),-55,-22,-23
-48,-24,-16,Left-InfTempGyrus (20),-52,-22,-23
-46,-24,-16,Left-InfTempGyrus (20),-49,-22,-23
-68,-22,-16,Outside defined BAs,-72,-20,-23
-66,-22,-16,Outside defined BAs,-70,-20,-23
-64,-22,-16,Left-MedTempGyrus (21),-68,-20,-23
-62,-22,-16,Left-MedTempGyrus (21),-66,-20,-23
-60,-22,-16,Left-MedTempGyrus (21),-64,-20,-23
-58,-22,-16,Left-MedTempGyrus (21),-62,-20,-23
-56,-22,-16,Left-MedTempGyrus (21),-60,-20,-23
-54,-22,-16,Left-MedTempGyrus (21),-58,-20,-23
-52,-22,-16,Left-MedTempGyrus (21),-56,-20,-23
-50,-22,-16,Left-MedTempGyrus (21),-54,-20,-23
-48,-22,-16,Left-InfTempGyrus (20),-52,-20,-23
-46,-22,-16,Left-InfTempGyrus (20),-49,-20,-23
-68,-20,-16,Outside defined BAs,-72,-18,-23
-66,-20,-16,Outside defined BAs,-70,-18,-23
-64,-20,-16,Left-MedTempGyrus (21),-68,-18,-22
-62,-20,-16,Left-MedTempGyrus (21),-66,-18,-23
-60,-20,-16,Left-MedTempGyrus (21),-64,-18,-23
-58,-20,-16,Left-MedTempGyrus (21),-62,-18,-23
-56,-20,-16,Left-MedTempGyrus (21),-60,-18,-23
-54,-20,-16,Left-MedTempGyrus (21),-58,-18,-23
-52,-20,-16,Left-MedTempGyrus (21),-56,-18,-23
-50,-20,-16,Left-InfTempGyrus (20),-54,-18,-23
-48,-20,-16,Left-InfTempGyrus (20),-51,-18,-23
-46,-20,-16,Left-InfTempGyrus (20),-49,-18,-23
-68,-18,-16,Outside defined BAs,-72,-15,-22
-66,-18,-16,Outside defined BAs,-70,-15,-22
-64,-18,-16,Left-MedTempGyrus (21),-68,-15,-22
-62,-18,-16,Left-MedTempGyrus (21),-66,-16,-22
-60,-18,-16,Left-MedTempGyrus (21),-64,-16,-22
-58,-18,-16,Left-MedTempGyrus (21),-62,-16,-22
-56,-18,-16,Left-MedTempGyrus (21),-60,-16,-22
-54,-18,-16,Left-MedTempGyrus (21),-58,-16,-23
-52,-18,-16,Left-MedTempGyrus (21),-56,-16,-23
-50,-18,-16,Left-InfTempGyrus (20),-53,-16,-23
-48,-18,-16,Left-InfTempGyrus (20),-51,-16,-23
-46,-18,-16,Left-InfTempGyrus (20),-49,-16,-23
-68,-16,-16,Outside defined BAs,-72,-13,-22
-66,-16,-16,Outside defined BAs,-70,-13,-22
-64,-16,-16,Outside defined BAs,-68,-13,-22
-62,-16,-16,Left-MedTempGyrus (21),-66,-13,-22
-60,-16,-16,Left-MedTempGyrus (21),-64,-14,-22
-58,-16,-16,Left-MedTempGyrus (21),-62,-14,-22
-56,-16,-16,Left-MedTempGyrus (21),-60,-14,-22
-54,-16,-16,Left-MedTempGyrus (21),-58,-14,-22
-52,-16,-16,Left-MedTempGyrus (21),-55,-14,-23
-50,-16,-16,Left-MedTempGyrus (21),-53,-14,-23
-48,-16,-16,Left-MedTempGyrus (21),-51,-14,-23
-46,-16,-16,Left-MedTempGyrus (21),-49,-14,-23
-68,-14,-16,Outside defined BAs,-72,-11,-22
-66,-14,-16,Outside defined BAs,-70,-11,-22
-64,-14,-16,Outside defined BAs,-68,-11,-22
-62,-14,-16,Left-MedTempGyrus (21),-66,-11,-22
-60,-14,-16,Left-MedTempGyrus (21),-64,-11,-22
-58,-14,-16,Left-MedTempGyrus (21),-62,-11,-22
-56,-14,-16,Left-MedTempGyrus (21),-59,-11,-22
-54,-14,-16,Left-MedTempGyrus (21),-57,-11,-22
-52,-14,-16,Left-MedTempGyrus (21),-55,-12,-22
-50,-14,-16,Left-MedTempGyrus (21),-53,-12,-23
-48,-14,-16,Left-MedTempGyrus (21),-51,-12,-23
-46,-14,-16,Left-MedTempGyrus (21),-49,-12,-23
-68,-12,-16,Outside defined BAs,-72,-9,-22
-66,-12,-16,Outside defined BAs,-70,-9,-22
-64,-12,-16,Outside defined BAs,-68,-9,-22
-62,-12,-16,Left-MedTempGyrus (21),-65,-9,-22
-60,-12,-16,Left-MedTempGyrus (21),-63,-9,-22
-58,-12,-16,Left-MedTempGyrus (21),-61,-9,-22
-56,-12,-16,Left-MedTempGyrus (21),-59,-9,-22
-54,-12,-16,Left-MedTempGyrus (21),-57,-9,-22
-52,-12,-16,Left-MedTempGyrus (21),-55,-9,-22
-50,-12,-16,Left-MedTempGyrus (21),-53,-9,-22
-48,-12,-16,Left-MedTempGyrus (21),-51,-9,-23
-46,-12,-16,Left-MedTempGyrus (21),-49,-10,-23
-66,-10,-16,Outside defined BAs,-69,-7,-22
-64,-10,-16,Outside defined BAs,-67,-7,-22
-62,-10,-16,Left-MedTempGyrus (21),-65,-7,-22
-60,-10,-16,Left-MedTempGyrus (21),-63,-7,-22
-58,-10,-16,Left-MedTempGyrus (21),-61,-7,-22
-56,-10,-16,Left-MedTempGyrus (21),-59,-7,-22
-54,-10,-16,Left-MedTempGyrus (21),-57,-7,-22
